Nombre real / Agrupacion,Nacimiento,Ocupación,alias,Género(s),Instrumento(s),Período de actividad,Sitio Web,Discografia,Sencillos,Sexo,tipo,titulo_canal,id_canal,fecha,id_video_canal,titulo_video,descripcion,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2016-12-24T21:33:30.000Z,9vx9nN792ik,Feliz Navidad ❤️ Cover Aleluya,|,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2016-10-02T15:46:03.000Z,yiLuq6j2m8k,JANDY FELIZ FT MICHELLE CORDERO / SIN TU AMOR (LIVE CONCERT),|,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2016-06-28T05:37:59.000Z,r0cQ6hfD2-w,FRANCCESCA RAFAELLA - 1 AÑITO,El primer añito de mi hadita!,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2016-03-06T00:15:53.000Z,7hLndrBTjQY,SIN TU AMOR | Jandy Feliz ft Michelle Cordero (Video Oficial),http://www.facebook.com/michellecorderomusic Sin tu Amor - Jandy Feliz ft. Michelle Cordero   Dirección - Ernesto Santisteban / Gravity Media Productions  Producción: New Star Music - Global Comunications  Letra. Composición y Producción: Jandy Feliz Arreglos y Guitarra: Robinson Hernandez Mezcla y Masterizacion: Ing. Luis Manzilla Voces: Estudio Jesús Rodriguez Bailarines: Jose Antonio Romero. Samantha Quenedit Actuación de Juan Diego Cordero.  Make Up: Xavier Espinoza   Locaciones: Estudio Jesús Rodriguez (Lima - Perú)  Agradecimiento:  Ritmo y Tumbao Fundación de Turismo para Cuenca Artesanias del Sur (Cuenca - Ecuador) Hotel los balcones (Cuenca - Ecuador) Casa de Modas Lucia Palacios María Eliza Vintimilla (Producción e imagen) Autos Clásicos:  Omar Criollo Yolanda Pinos Johanna Pozo  Redes Sociales: Facebook: https://www.facebook.com/michellecorderomusic Twitter: https://twitter.com/michellecorde Instagram: https://www.instagram.com/michellecorderomusic Youtube: https://www.youtube.com/user/MIchelleCorderoTv  #MichelleCordero #JandyFeliz #SintuAmor #Bachata,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2015-08-19T22:13:31.000Z,wtZ0aRS8vao,MICHELLE CORDERO- LLUEVE (Comming Soon),LLueve una producción de José Luis Morín - Time Rocords Music Video: Gravity Media Productions - Ernesto Santisteban Fotografia: Luis Eduardo Arbitro - Bucle Produccion y RRPP: Global Comunications MuA: Xavier Espinoza Comming Soon #2deSeptiembre2015,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2015-05-11T04:25:10.000Z,MJoWqYAnqnk,Tu luz en mi - Una campaña de amor a favor de la vida,"Una campaña de amor a favor de la vida y en contra del aborto. No somos nadie para apagar una luz. para apagar una voz. #TuLuzEnMi. Voces jóvenes que quisiéramos que escuches.  Tema: ""Vienes con el Sol"" D.R.A. Alejandro Filio & Silvio Rodriguez",NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2015-04-19T23:20:10.000Z,0j1LM3dDOUU,Michelle Cordero - Vete (Official Lyric Video),New Single - Available Now in I TUNES / SPOTIFY Produccion: Brian Guzman Mastering: Martin Kano Video Produccion: Gravity Media Producciones - Ernesto Santisteban  PR: Global Comunications  2015,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2014-12-15T17:59:01.000Z,w646_kpvxdE,Michelle Cordero - Si Entendieras tributo a Dario Javier,en el año 2008 a la edad de 10 años Michelle Cordero decide interpretar una cancion emblematica del el artista ecuatoriano Dario Javier es asi que bajo la produccion musical de Fabricio Vasquez y con la musicalizacion del grupo cuencano La Dueña graba el tema Si Entendieras. la produccion fotografica la realiza en Verona Producciones en la ciudad de Guayaquil Marcando un antes y despues en su imagen y trayectoria,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2014-09-17T21:33:56.000Z,VRZOBy9u6Ys,Michelle Cordero - Por eso te quiero Cuenca,"Michelle Cordero acompañada de Marco Astudillo en la guitarra en las instalaciones de la Fundacion Municipal de Turismo para Cuenca interpreta Por eso te quiero Cuenca Arreglos y adaptacion: Marco Astudillo y Michelle Cordero  Letra: Carlos Ortiz Cobos Audio en Directo de la camara ""Esta cancion. la interpreto orgullosa de mi ciudad y de mi pais. de la musica y de las tradiciones que nos hacen tan ecuatorianos. gracias a la Fundacion Municipal de Turismo para Cuenca"" Michelle.",NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2014-07-15T03:44:06.000Z,GxJxFuE-Ilc,Michelle Cordero Despierta America Miami Univision,Michelle Cordero interpreta Busco un Corazon Sincero en el programa Despierta America de Univision Miami. 14 de Julio del 2014,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2014-05-16T05:13:22.000Z,p-AcBW48o2Y,MAMBO DIABLO feat MICHELLE CORDERO EL MENTIROSO VIDEO OFICIAL,|,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2014-05-01T05:42:28.000Z,GxVLdYUTMCg,MAMBO DIABLO feat MICHELLE CORDERO EL MENTIROSO (TEASER),|,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2013-12-07T02:58:40.000Z,TYPnnx0Nsls,MICHELLE CORDERO - Busco un Corazon Sincero (VIDEO OFICIAL),DIRECCION:  Ernesto Santisteban -- Gravity Media Productions  PRODUCCION:  Global Comunications  Silvia González  Gabriela Cordero  Santiago Paccha  Marcelo Cordero  Fabián Cordero  Rina González  Juliana Jiménez  Fernanda Segovia  Emily Riera  Ivonne Barriga  Johanna Pérez  Adrián Pauta  COREOGRAFIA:  Nacho Pauta  IMAGEN:  Maricela Tacuri -- Stylos y Contrastes  LOCACIÓN:  SABANETA BAR  ELENCO:  Michelle Cordero  Cristian Heredia  Fabián Cordero  Eddison Neira  Carlos Mosquera  Erick Mosquera  Alex Pugo  Darwin Maldonado  Jorge Neira  Jhon A. Corrales  Edgar Idrovo  Diego Plasencia  Sebastián Aguilar  Silvia Cordero  Yuli Lopez  Morelia Palacios  Gabriela Sánchez  Ariana López  Juan Diego Cordero  Santiago Paccha  Xavier Heredia  Juan Vásquez  Luis Arbito  Gabriela Espinoza  Liliana Espinoza  Juan Moradumbay  Katy Jimbo  Claudia Guillén  María Clara Guillén  Carlos Tapia  Nacho Pauta  Maribel Pesantez  Marcelo Cordero  Juan Pablo Roldán  Jordi Bas  Ana María Beltrán  Mauricio Aragón  Emily Riera  Jessica López  Karen López  Andrea Huamachumo  Ashley Scott  Cristian Heredia  Ivonne Barriga  Cristina Orellana  Andrea Zalamea bailarina  Josué Torres  Bryan Toledo  Rosana Básquez  Katherine Jumbo  Freddy Murudumbay  Juan Murudumbay  PRODUCCIÓN MUSICAL . PROGRAMACION Y ARREGLOS MUSICALES: Jose Luis Morin. ( www.joseluismorin.net ) para Time Record music. Drums - Lee Levin Percusion - Richard Bravo Bajo - Ricardo Martinez Guitarras Acusticas Y Teclados - Jose Luis Morin Guitarras Electricas - Pedro Navarro Coros - J.Negron. Liliana Rodriguez. JL Morin Compositor de Musica y Letra - Jose Luis Morin Sociedad de Autores - Ascap Editorial - JVL Music Publishing Estudio de Grabacion Mezcla y Mastering en U.S.A ( Miami. Florida ) Time Record Music ( www.timerecordmusic.com ) Estudio de Grabación en Ecuador - Luna Music Ingenieros de grabación - Jose Luis Morín. Diego Vasquez Producción Ejecutiva - Gabriela Cordero  GRACIAS A:  Banco del Austro  Unicef  Grupo TV Cable  Fundación de Turismo para Cuenca  Benemérito Cuerpo de Bomberos  Federación Deportiva del Azuay  Art Gym  Gorilas Gym  Mucho Mejor Ecuador  Gobernación del Azuay  Alfa y Omega  D´ Fabis Producciones  La Máquina del Sonido  Faces of Ecuador  KFC  Stylos y Contrastes  V PINK Boutique  Matosfe  Kdabra  Black Belt Marketing  Main Disk Ecuador  Arte Dental  Total Counts,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2013-11-26T21:08:25.000Z,pDq5KfXbQKA,Michelle Cordero - ( Video Trailer ) Busco un Corazón Sincero,Estreno 07.12.13,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2013-10-16T04:44:26.000Z,3SXM1ZpGUPc,BUSCO UN CORAZÓN CORAZON SINCERO (LYRICS),BUSCO UN CORAZON SINCERO (LYRICS) Producción Musical . Programacion Y Arreglos Musicales:  Jose Luis Morin. ( www.joseluismorin.net ) para Time Record music.  Drums Lee Levin  Percusion Richard Bravo  Bajo Ricardo Martinez  Guitarras Acusticas Y Teclados Jose Luis Morin  Guitarras Electricas Pedro Navarro  Coros J.Negron. Liliana Rodriguez. JL Morin  Compositor de Musica y Letra Jose Luis Morin  Sociedad de Autores Ascap  Editorial JVL Music Publishing  Estudio de Grabacion Mezcla y Mastering en U.S.A ( Miami. Florida ) Time Record Music ( www.timerecordmusic.com )  Estudio de Grabacion en Ecuador Luna Music  Ingenieros de grabación Jose Luis Morin. Diego Vasquez  Producción Ejecutiva Gabriela Cordero - Global Comunications  Fotografia y Diseño Grafico Gravity Media Productions - Faces of Ecuador,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2013-10-11T20:41:07.000Z,IsXhHbgnxL8,MICHELLE CORDERO BUSCO UN CORAZON SINCERO (LYRICS),BUSCO UN CORAZON SINCERO (LYRICS) Producción Musical . Programacion Y Arreglos Musicales:  Jose Luis Morin. ( www.joseluismorin.net ) para Time Record music.  Drums Lee Levin  Percusion Richard Bravo  Bajo Ricardo Martinez  Guitarras Acusticas Y Teclados Jose Luis Morin  Guitarras Electricas Pedro Navarro  Coros J.Negron. Liliana Rodriguez. JL Morin  Compositor de Musica y Letra Jose Luis Morin  Sociedad de Autores Ascap  Editorial JVL Music Publishing  Estudio de Grabacion Mezcla y Mastering en U.S.A ( Miami. Florida ) Time Record Music ( www.timerecordmusic.com )  Estudio de Grabacion en Ecuador Luna Music  Ingenieros de grabación Jose Luis Morin ---------------  Producción Ejecutiva Gabriela Cordero  Fotografia y Diseño Grafico GRAVITY MEDIA PRODUCTIONS - FACES OF ECUADOR,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2013-08-28T05:25:28.000Z,ii-jjcn1D4g,"MICHELLE CORDERO - SPOT TV ""BUSCO UN CORAZÓN SINCERO""","Michelle Cordero te invita a su concierto ""Busco un Corazón Sincero"" Viernes 20 de Septiembre 2013 20Hrs Teatro Carlos Cueva Tamariz. Entradas de Cortesía en Musicalisimo. MaggicaFM. Gobernación del Azuay y en redes sociales del Banco del Austro. Prensa: Global Comunications. Producción Audiovisual: Gravity. Cuenca-Ecuador",NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2013-08-19T02:18:46.000Z,_8IHroCPGVQ,SPOT #ENDviolence UNICEF,Hagamos visible lo invisible. esta en nuestras manos el hablar por aquellos niños. niñas y adolescentes que no tienen voz. únete ala campaña de UNICEF y se parte del cambio!!! no mas violencia en Ecuador y en el mundo!!! se un embajador de la paz #ENDviolence,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,bulletin,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2013-08-19T02:18:46.000Z,_8IHroCPGVQ,SPOT #ENDviolence UNICEF,Michellelovers seamos embajadores de la paz alza tu voz junto a la mía. ponle un fin a la violencia en nuestro mundo. se parte del cambio. #ENDviolence #UNICEF,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2013-04-17T05:15:29.000Z,OCGpX5KU7Ds,MICHELLE CORDERO - Por que tu ( Video Oficial ),MICHELLE CORDERO . Por que tu ( Video Oficial )  Agradecimientos especiales:   Visita Ecuador EcoTurismo Luis Antonio Hillary Nature Resort  Ministerio de Turismo Fundación de Turismo para Cuenca Banco Central del Ecuador Dirección de Cultura del I. Municipio de Cuenca Gobernación del Azuay Indurma Van Service Hotel Majagua Montañita Hola Ola CAFE PASAR del Ecuador Banco Central del Ecuador Maquina del Sonido  Eduardo Montaleza - Zaga Visual Plus Studio Records Marcel France Ecuador Alfateck Tarembo Sebastian Galarza - G3 Producciones OPENAT Compumaster Solutions PC y a todas las personas que pusieron su mano para que esta realización sea posible entre estos Miguel Rojas. Marcelo Jaramillo. Neto Davila. Raúl Cordero. José Parreño. Mariette Alexandra Arrunategui. Andres Peña. Pedro Urgiles Ortiz. Javier Montalvo Z.,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,bulletin,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2013-04-17T05:15:29.000Z,OCGpX5KU7Ds,MICHELLE CORDERO - Por que tu ( Video Oficial ),Personaliza tu mensaje.,NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2013-02-21T04:06:57.000Z,ccoMiz_XhVw,MICHELLE CORDERO - POR QUÉ TÚ ( COMING SOON ),"Michelle Cordero ""Por qué tú""  Video Estreno: 10.03.2013 Dirección: Ernesto Santisteban ( Gravity ) Letra y Música: Michelle Cordero Producción Musical: Felipe idrovo ( F-Records ) Producción General: Global Comunication & Gravity Michelle Cordero © 2013",NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2012-11-26T15:56:41.000Z,Y8JhpN2X8N0,MICHELLE CORDERO - TE DI MI CORAZON (LIVE FROM THE STUDIO),"Acústico en vivo -- Lanzamiento oficial del CD ""Adrenalina Pop (DELUXE)"" con la participación especial de la banda ""Fx Graciely"" -- Transmitido en vivo por YouTube el 17 de noviembre del 2012 a las 15:00.  Mas información en: http://michellecorderomusic.com  Event by: http://frecordsmusic.com",NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,playlistItem,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2012-11-26T15:51:46.000Z,Y8JhpN2X8N0,MICHELLE CORDERO - TE DI MI CORAZON (LIVE FROM THE STUDIO),"Acústico en vivo -- Lanzamiento oficial del CD ""Adrenalina Pop (DELUXE)"" con la participación especial de la banda ""Fx Graciely"" -- Transmitido en vivo por YouTube el 17 de noviembre del 2012 a las 15:00.  Mas información en: http://michellecorderomusic.com  Event by: http://frecordsmusic.com",NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2012-11-26T15:56:41.000Z,KjWyTYqzlto,MICHELLE CORDERO - TU DULCE FUERZA (LIVE FROM THE STUDIO),"Acústico en vivo -- Lanzamiento oficial del CD ""Adrenalina Pop (DELUXE)"" con la participación especial de la banda ""Fx Graciely"" -- Transmitido en vivo por YouTube el 17 de noviembre del 2012 a las 15:00.  Mas información en: http://michellecorderomusic.com  Event by: http://frecordsmusic.com",NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,playlistItem,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2012-11-26T15:51:46.000Z,KjWyTYqzlto,MICHELLE CORDERO - TU DULCE FUERZA (LIVE FROM THE STUDIO),"Acústico en vivo -- Lanzamiento oficial del CD ""Adrenalina Pop (DELUXE)"" con la participación especial de la banda ""Fx Graciely"" -- Transmitido en vivo por YouTube el 17 de noviembre del 2012 a las 15:00.  Mas información en: http://michellecorderomusic.com  Event by: http://frecordsmusic.com",NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2012-11-26T15:56:41.000Z,CXWOQxKflTM,MICHELLE CORDERO - CHOCOLATE Y MIEL (LIVE FROM THE STUDIO),"Acústico en vivo -- Lanzamiento oficial del CD ""Adrenalina Pop (DELUXE)"" con la participación especial de la banda ""Fx Graciely"" -- Transmitido en vivo por YouTube el 17 de noviembre del 2012 a las 15:00.  Mas información en: http://michellecorderomusic.com  Event by: http://frecordsmusic.com",NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,playlistItem,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2012-11-26T15:51:46.000Z,CXWOQxKflTM,MICHELLE CORDERO - CHOCOLATE Y MIEL (LIVE FROM THE STUDIO),"Acústico en vivo -- Lanzamiento oficial del CD ""Adrenalina Pop (DELUXE)"" con la participación especial de la banda ""Fx Graciely"" -- Transmitido en vivo por YouTube el 17 de noviembre del 2012 a las 15:00.  Mas información en: http://michellecorderomusic.com  Event by: http://frecordsmusic.com",NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2012-11-26T15:56:41.000Z,0nB7856RC9s,MICHELLE CORDERO - PARTY UP! (LIVE FROM THE STUDIO),"Acústico en vivo -- Lanzamiento oficial del CD ""Adrenalina Pop (DELUXE)"" con la participación especial de la banda ""Fx Graciely"" -- Transmitido en vivo por YouTube el 17 de noviembre del 2012 a las 15:00.  Mas información en: http://michellecorderomusic.com  Event by: http://frecordsmusic.com",NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,playlistItem,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2012-11-26T00:12:36.000Z,0nB7856RC9s,MICHELLE CORDERO - PARTY UP! (LIVE FROM THE STUDIO),"Acústico en vivo -- Lanzamiento oficial del CD ""Adrenalina Pop (DELUXE)"" con la participación especial de la banda ""Fx Graciely"" -- Transmitido en vivo por YouTube el 17 de noviembre del 2012 a las 15:00.  Mas información en: http://michellecorderomusic.com  Event by: http://frecordsmusic.com",NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2012-11-26T15:56:41.000Z,0yVvCZ2NoZA,MICHELLE CORDERO - NO QUIERO NADA (LIVE FROM THE STUDIO),"Acústico en vivo -- Lanzamiento oficial del CD ""Adrenalina Pop (DELUXE)"" con la participación especial de la banda ""Fx Graciely"" -- Transmitido en vivo por YouTube el 17 de noviembre del 2012 a las 15:00.  Mas información en: http://michellecorderomusic.com  Event by: http://frecordsmusic.com",NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,playlistItem,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2012-11-26T15:51:46.000Z,0yVvCZ2NoZA,MICHELLE CORDERO - NO QUIERO NADA (LIVE FROM THE STUDIO),"Acústico en vivo -- Lanzamiento oficial del CD ""Adrenalina Pop (DELUXE)"" con la participación especial de la banda ""Fx Graciely"" -- Transmitido en vivo por YouTube el 17 de noviembre del 2012 a las 15:00.  Mas información en: http://michellecorderomusic.com  Event by: http://frecordsmusic.com",NULL
Andrea Michelle Cordero González,Guayaquil. Ecuador,Cantante,Michelle Cordero,Pop,Voz,2008-Presente,http://www.michellecorderomusic.com,NULL,2009 ¡QUÉ BONITA ES LAS VEGAS! - ACARÍCIAME - PORQUE TE QUIERO,Femenino,upload,MIchelleCorderoTv,UCnQse6wRmpArT6zle6MT8CA,2012-11-26T15:56:41.000Z,IBPWzd6PJDI,MICHELLE CORDERO - AMARTE ASI (LIVE FROM THE STUDIO),"Acústico en vivo -- Lanzamiento oficial del CD ""Adrenalina Pop (DELUXE)"" con la participación especial de la banda ""Fx Graciely"" -- Transmitido en vivo por YouTube el 17 de noviembre del 2012 a las 15:00.  Mas información en: http://michellecorderomusic.com  Event by: http://frecordsmusic.com",NULL
